paises,quantidade,valor,ano,derivado_uva
Bolívia,0,0,1990,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1990,Vinhos de Mesa
Brasil,0,0,1990,Vinhos de Mesa
Bulgária,0,0,1990,Vinhos de Mesa
Canada,0,0,1990,Vinhos de Mesa
Chile,1530497,2034195,1990,Vinhos de Mesa
China,0,0,1990,Vinhos de Mesa
"Coreia do Sul, República",0,0,1990,Vinhos de Mesa
Croácia,0,0,1990,Vinhos de Mesa
Cuba,0,0,1990,Vinhos de Mesa
Emirados Árabes Unidos,0,0,1990,Vinhos de Mesa
Eslovênia,0,0,1990,Vinhos de Mesa
Eslováquia,0,0,1990,Vinhos de Mesa
Espanha,132157,503357,1990,Vinhos de Mesa
Estados Unidos,27900,142509,1990,Vinhos de Mesa
França,479460,1807082,1990,Vinhos de Mesa
Geórgia,0,0,1990,Vinhos de Mesa
"Geórgia do Sul e Sandwich do Sul, Ilhas",0,0,1990,Vinhos de Mesa
Grécia,0,0,1990,Vinhos de Mesa
Hong Kong,0,0,1990,Vinhos de Mesa
Hungria,0,0,1990,Vinhos de Mesa
Indonésia,0,0,1990,Vinhos de Mesa
Irlanda,0,0,1990,Vinhos de Mesa
Israel,0,0,1990,Vinhos de Mesa
Itália,497616,1284638,1990,Vinhos de Mesa
Japão,0,0,1990,Vinhos de Mesa
Iugoslávia,38640,44100,1990,Vinhos de Mesa
Líbano,0,0,1990,Vinhos de Mesa
Luxemburgo,0,0,1990,Vinhos de Mesa
Macedônia,0,0,1990,Vinhos de Mesa
Marrocos,0,0,1990,Vinhos de Mesa
México,0,0,1990,Vinhos de Mesa
Moldávia,0,0,1990,Vinhos de Mesa
Montenegro,0,0,1990,Vinhos de Mesa
Noruega,0,0,1990,Vinhos de Mesa
Nova Zelândia,0,0,1990,Vinhos de Mesa
Países Baixos (Holanda),0,0,1990,Vinhos de Mesa
Panamá,0,0,1990,Vinhos de Mesa
Peru,0,0,1990,Vinhos de Mesa
Porto Rico,0,0,1990,Vinhos de Mesa
Portugal,1423882,2793037,1990,Vinhos de Mesa
Reino Unido,0,0,1990,Vinhos de Mesa
Republica Dominicana,0,0,1990,Vinhos de Mesa
Romênia,0,0,1990,Vinhos de Mesa
Rússia,0,0,1990,Vinhos de Mesa
San Marino,0,0,1990,Vinhos de Mesa
Sérvia,0,0,1990,Vinhos de Mesa
Síria,0,0,1990,Vinhos de Mesa
Suazilândia,0,0,1990,Vinhos de Mesa
Suíça,0,0,1990,Vinhos de Mesa
"Tcheca, República",0,0,1990,Vinhos de Mesa
Tunísia,0,0,1990,Vinhos de Mesa
Turquia,0,0,1990,Vinhos de Mesa
Ucrânia,0,0,1990,Vinhos de Mesa
Uruguai,0,0,1990,Vinhos de Mesa
Não consta na tabela,0,0,1990,Vinhos de Mesa
Não declarados,0,0,1990,Vinhos de Mesa
Outros,65835,145083,1990,Vinhos de Mesa
Total,7993984,15351078,1990,Vinhos de Mesa
Africa do Sul,0,0,1992,Vinhos de Mesa
Alemanha,2515557,3644055,1992,Vinhos de Mesa
Argélia,0,0,1992,Vinhos de Mesa
Arábia Saudita,0,0,1992,Vinhos de Mesa
Argentina,444896,815668,1992,Vinhos de Mesa
Armênia,0,0,1992,Vinhos de Mesa
Austrália,0,0,1992,Vinhos de Mesa
Áustria,0,0,1992,Vinhos de Mesa
Bermudas,0,0,1992,Vinhos de Mesa
Bélgica,20700,30575,1992,Vinhos de Mesa
Bolívia,0,0,1992,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1992,Vinhos de Mesa
Brasil,0,0,1992,Vinhos de Mesa
Bulgária,0,0,1992,Vinhos de Mesa
Canada,0,0,1992,Vinhos de Mesa
Chile,1073114,1421889,1992,Vinhos de Mesa
China,0,0,1992,Vinhos de Mesa
"Coreia do Sul, República",0,0,1992,Vinhos de Mesa
Croácia,0,0,1992,Vinhos de Mesa
Cuba,0,0,1992,Vinhos de Mesa
Emirados Árabes Unidos,0,0,1992,Vinhos de Mesa
Eslovênia,0,0,1992,Vinhos de Mesa
Eslováquia,0,0,1992,Vinhos de Mesa
Espanha,51921,144087,1992,Vinhos de Mesa
Estados Unidos,16836,44552,1992,Vinhos de Mesa
França,356417,888246,1992,Vinhos de Mesa
Geórgia,0,0,1992,Vinhos de Mesa
"Geórgia do Sul e Sandwich do Sul, Ilhas",0,0,1992,Vinhos de Mesa
Grécia,0,0,1992,Vinhos de Mesa
Hong Kong,0,0,1992,Vinhos de Mesa
Hungria,0,0,1992,Vinhos de Mesa
Indonésia,0,0,1992,Vinhos de Mesa
Irlanda,0,0,1992,Vinhos de Mesa
Israel,0,0,1992,Vinhos de Mesa
Itália,540439,1307032,1992,Vinhos de Mesa
Japão,0,0,1992,Vinhos de Mesa
Iugoslávia,25596,31968,1992,Vinhos de Mesa
Líbano,0,0,1992,Vinhos de Mesa
Luxemburgo,0,0,1992,Vinhos de Mesa
Macedônia,0,0,1992,Vinhos de Mesa
Marrocos,0,0,1992,Vinhos de Mesa
México,0,0,1992,Vinhos de Mesa
Moldávia,0,0,1992,Vinhos de Mesa
Montenegro,0,0,1992,Vinhos de Mesa
Noruega,0,0,1992,Vinhos de Mesa
Nova Zelândia,0,0,1992,Vinhos de Mesa
Países Baixos (Holanda),0,0,1992,Vinhos de Mesa
Panamá,0,0,1992,Vinhos de Mesa
Peru,0,0,1992,Vinhos de Mesa
Porto Rico,0,0,1992,Vinhos de Mesa
Portugal,1034446,1792170,1992,Vinhos de Mesa
Reino Unido,0,0,1992,Vinhos de Mesa
Republica Dominicana,0,0,1992,Vinhos de Mesa
Romênia,0,0,1992,Vinhos de Mesa
Rússia,0,0,1992,Vinhos de Mesa
San Marino,0,0,1992,Vinhos de Mesa
Sérvia,0,0,1992,Vinhos de Mesa
Síria,0,0,1992,Vinhos de Mesa
Suazilândia,0,0,1992,Vinhos de Mesa
Suíça,0,0,1992,Vinhos de Mesa
"Tcheca, República",0,0,1992,Vinhos de Mesa
Tunísia,0,0,1992,Vinhos de Mesa
Turquia,0,0,1992,Vinhos de Mesa
Ucrânia,0,0,1992,Vinhos de Mesa
Uruguai,11247,21795,1992,Vinhos de Mesa
Não consta na tabela,0,0,1992,Vinhos de Mesa
Não declarados,0,0,1992,Vinhos de Mesa
Outros,24465,59352,1992,Vinhos de Mesa
Total,6115634,10201389,1992,Vinhos de Mesa
Africa do Sul,0,0,1994,Vinhos de Mesa
Alemanha,11047710,16068528,1994,Vinhos de Mesa
Argélia,0,0,1994,Vinhos de Mesa
Arábia Saudita,0,0,1994,Vinhos de Mesa
Argentina,446315,730091,1994,Vinhos de Mesa
Armênia,0,0,1994,Vinhos de Mesa
Austrália,0,0,1994,Vinhos de Mesa
Áustria,910,5612,1994,Vinhos de Mesa
Bermudas,0,0,1994,Vinhos de Mesa
Bélgica,0,0,1994,Vinhos de Mesa
Bolívia,0,0,1994,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1994,Vinhos de Mesa
Brasil,0,0,1994,Vinhos de Mesa
Bulgária,0,0,1994,Vinhos de Mesa
Canada,0,0,1994,Vinhos de Mesa
Chile,2347724,3822138,1994,Vinhos de Mesa
China,0,0,1994,Vinhos de Mesa
"Coreia do Sul, República",0,0,1994,Vinhos de Mesa
Croácia,0,0,1994,Vinhos de Mesa
Cuba,0,0,1994,Vinhos de Mesa
Emirados Árabes Unidos,0,0,1994,Vinhos de Mesa
Eslovênia,0,0,1994,Vinhos de Mesa
Eslováquia,0,0,1994,Vinhos de Mesa
Espanha,166267,362863,1994,Vinhos de Mesa
Estados Unidos,93789,212884,1994,Vinhos de Mesa
França,1821215,3935308,1994,Vinhos de Mesa
Geórgia,0,0,1994,Vinhos de Mesa
"Geórgia do Sul e Sandwich do Sul, Ilhas",0,0,1994,Vinhos de Mesa
Grécia,0,0,1994,Vinhos de Mesa
Hong Kong,0,0,1994,Vinhos de Mesa
Hungria,0,0,1994,Vinhos de Mesa
Indonésia,0,0,1994,Vinhos de Mesa
Irlanda,0,0,1994,Vinhos de Mesa
Israel,0,0,1994,Vinhos de Mesa
Itália,2745848,5058009,1994,Vinhos de Mesa
Japão,0,0,1994,Vinhos de Mesa
Iugoslávia,25920,36000,1994,Vinhos de Mesa
Líbano,0,0,1994,Vinhos de Mesa
Luxemburgo,0,0,1994,Vinhos de Mesa
Macedônia,0,0,1994,Vinhos de Mesa
Marrocos,0,0,1994,Vinhos de Mesa
México,0,0,1994,Vinhos de Mesa
Moldávia,0,0,1994,Vinhos de Mesa
Montenegro,0,0,1994,Vinhos de Mesa
Noruega,0,0,1994,Vinhos de Mesa
Nova Zelândia,0,0,1994,Vinhos de Mesa
Países Baixos (Holanda),0,0,1994,Vinhos de Mesa
Panamá,0,0,1994,Vinhos de Mesa
Peru,0,0,1994,Vinhos de Mesa
Porto Rico,0,0,1994,Vinhos de Mesa
Portugal,2549247,4471214,1994,Vinhos de Mesa
Reino Unido,0,0,1994,Vinhos de Mesa
Republica Dominicana,0,0,1994,Vinhos de Mesa
Romênia,0,0,1994,Vinhos de Mesa
Rússia,0,0,1994,Vinhos de Mesa
San Marino,0,0,1994,Vinhos de Mesa
Sérvia,0,0,1994,Vinhos de Mesa
Síria,0,0,1994,Vinhos de Mesa
Suazilândia,0,0,1994,Vinhos de Mesa
Suíça,0,0,1994,Vinhos de Mesa
"Tcheca, República",0,0,1994,Vinhos de Mesa
Tunísia,0,0,1994,Vinhos de Mesa
Turquia,0,0,1994,Vinhos de Mesa
Ucrânia,0,0,1994,Vinhos de Mesa
Uruguai,35219,72528,1994,Vinhos de Mesa
Não consta na tabela,0,0,1994,Vinhos de Mesa
Não declarados,0,0,1994,Vinhos de Mesa
Outros,174758,289230,1994,Vinhos de Mesa
Total,21454922,35064405,1994,Vinhos de Mesa
Africa do Sul,0,0,1998,Vinhos de Mesa
Alemanha,3014081,4834030,1998,Vinhos de Mesa
Argélia,0,0,1998,Vinhos de Mesa
Arábia Saudita,0,0,1998,Vinhos de Mesa
Argentina,1295190,3073775,1998,Vinhos de Mesa
Armênia,0,0,1998,Vinhos de Mesa
Austrália,0,0,1998,Vinhos de Mesa
Áustria,8926,59378,1998,Vinhos de Mesa
Bermudas,0,0,1998,Vinhos de Mesa
Bélgica,9363,40899,1998,Vinhos de Mesa
Bolívia,0,0,1998,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1998,Vinhos de Mesa
Brasil,0,0,1998,Vinhos de Mesa
Bulgária,0,0,1998,Vinhos de Mesa
Canada,0,0,1998,Vinhos de Mesa
Chile,3203054,6005098,1998,Vinhos de Mesa
China,0,0,1998,Vinhos de Mesa
"Coreia do Sul, República",0,0,1998,Vinhos de Mesa
Croácia,0,0,1998,Vinhos de Mesa
Cuba,0,0,1998,Vinhos de Mesa
Emirados Árabes Unidos,0,0,1998,Vinhos de Mesa
Eslovênia,0,0,1998,Vinhos de Mesa
Eslováquia,0,0,1998,Vinhos de Mesa
Espanha,370580,1328280,1998,Vinhos de Mesa
Estados Unidos,381199,885162,1998,Vinhos de Mesa
França,3853865,12027414,1998,Vinhos de Mesa
Geórgia,0,0,1998,Vinhos de Mesa
"Geórgia do Sul e Sandwich do Sul, Ilhas",0,0,1998,Vinhos de Mesa
Grécia,0,0,1998,Vinhos de Mesa
Hong Kong,0,0,1998,Vinhos de Mesa
Hungria,0,0,1998,Vinhos de Mesa
Indonésia,0,0,1998,Vinhos de Mesa
Irlanda,0,0,1998,Vinhos de Mesa
Israel,0,0,1998,Vinhos de Mesa
Itália,5481659,12837955,1998,Vinhos de Mesa
Japão,0,0,1998,Vinhos de Mesa
Iugoslávia,0,0,1998,Vinhos de Mesa
Líbano,0,0,1998,Vinhos de Mesa
Luxemburgo,0,0,1998,Vinhos de Mesa
Macedônia,0,0,1998,Vinhos de Mesa
Marrocos,0,0,1998,Vinhos de Mesa
México,0,0,1998,Vinhos de Mesa
Moldávia,0,0,1998,Vinhos de Mesa
Montenegro,0,0,1998,Vinhos de Mesa
Noruega,0,0,1998,Vinhos de Mesa
Nova Zelândia,0,0,1998,Vinhos de Mesa
Países Baixos (Holanda),0,0,1998,Vinhos de Mesa
Panamá,0,0,1998,Vinhos de Mesa
Peru,0,0,1998,Vinhos de Mesa
Porto Rico,0,0,1998,Vinhos de Mesa
Portugal,4656474,12314487,1998,Vinhos de Mesa
Reino Unido,0,0,1998,Vinhos de Mesa
Republica Dominicana,0,0,1998,Vinhos de Mesa
Romênia,0,0,1998,Vinhos de Mesa
Rússia,0,0,1998,Vinhos de Mesa
San Marino,0,0,1998,Vinhos de Mesa
Sérvia,0,0,1998,Vinhos de Mesa
Síria,0,0,1998,Vinhos de Mesa
Suazilândia,0,0,1998,Vinhos de Mesa
Suíça,0,0,1998,Vinhos de Mesa
"Tcheca, República",0,0,1998,Vinhos de Mesa
Tunísia,0,0,1998,Vinhos de Mesa
Turquia,0,0,1998,Vinhos de Mesa
Ucrânia,0,0,1998,Vinhos de Mesa
Uruguai,277989,525654,1998,Vinhos de Mesa
Não consta na tabela,0,0,1998,Vinhos de Mesa
Não declarados,0,0,1998,Vinhos de Mesa
Outros,187919,480461,1998,Vinhos de Mesa
Total,22740299,54412593,1998,Vinhos de Mesa
Africa do Sul,0,0,1996,Vinhos de Mesa
Alemanha,8680860,10629243,1996,Vinhos de Mesa
Argélia,0,0,1996,Vinhos de Mesa
Arábia Saudita,0,0,1996,Vinhos de Mesa
Argentina,779008,1438076,1996,Vinhos de Mesa
Armênia,0,0,1996,Vinhos de Mesa
Austrália,0,0,1996,Vinhos de Mesa
Áustria,0,0,1996,Vinhos de Mesa
Bermudas,0,0,1996,Vinhos de Mesa
Bélgica,0,0,1996,Vinhos de Mesa
Bolívia,0,0,1996,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1996,Vinhos de Mesa
Brasil,0,0,1996,Vinhos de Mesa
Bulgária,0,0,1996,Vinhos de Mesa
Canada,0,0,1996,Vinhos de Mesa
Chile,1964361,3273873,1996,Vinhos de Mesa
China,0,0,1996,Vinhos de Mesa
"Coreia do Sul, República",0,0,1996,Vinhos de Mesa
Croácia,0,0,1996,Vinhos de Mesa
Cuba,0,0,1996,Vinhos de Mesa
Emirados Árabes Unidos,0,0,1996,Vinhos de Mesa
Eslovênia,0,0,1996,Vinhos de Mesa
Eslováquia,0,0,1996,Vinhos de Mesa
Espanha,510076,939905,1996,Vinhos de Mesa
Estados Unidos,275864,454266,1996,Vinhos de Mesa
França,1917908,4370132,1996,Vinhos de Mesa
Geórgia,0,0,1996,Vinhos de Mesa
"Geórgia do Sul e Sandwich do Sul, Ilhas",0,0,1996,Vinhos de Mesa
Grécia,0,0,1996,Vinhos de Mesa
Hong Kong,0,0,1996,Vinhos de Mesa
Hungria,0,0,1996,Vinhos de Mesa
Indonésia,0,0,1996,Vinhos de Mesa
Irlanda,0,0,1996,Vinhos de Mesa
Israel,0,0,1996,Vinhos de Mesa
Itália,3771901,8178592,1996,Vinhos de Mesa
Japão,0,0,1996,Vinhos de Mesa
Iugoslávia,0,0,1996,Vinhos de Mesa
Líbano,0,0,1996,Vinhos de Mesa
Luxemburgo,0,0,1996,Vinhos de Mesa
Macedônia,0,0,1996,Vinhos de Mesa
Marrocos,0,0,1996,Vinhos de Mesa
México,0,0,1996,Vinhos de Mesa
Moldávia,0,0,1996,Vinhos de Mesa
Montenegro,0,0,1996,Vinhos de Mesa
Noruega,0,0,1996,Vinhos de Mesa
Nova Zelândia,0,0,1996,Vinhos de Mesa
Países Baixos (Holanda),0,0,1996,Vinhos de Mesa
Panamá,0,0,1996,Vinhos de Mesa
Peru,0,0,1996,Vinhos de Mesa
Porto Rico,0,0,1996,Vinhos de Mesa
Portugal,4438522,9226840,1996,Vinhos de Mesa
Reino Unido,0,0,1996,Vinhos de Mesa
Republica Dominicana,0,0,1996,Vinhos de Mesa
Romênia,0,0,1996,Vinhos de Mesa
Rússia,0,0,1996,Vinhos de Mesa
San Marino,0,0,1996,Vinhos de Mesa
Sérvia,0,0,1996,Vinhos de Mesa
Síria,0,0,1996,Vinhos de Mesa
Suazilândia,0,0,1996,Vinhos de Mesa
Suíça,0,0,1996,Vinhos de Mesa
"Tcheca, República",0,0,1996,Vinhos de Mesa
Tunísia,0,0,1996,Vinhos de Mesa
Turquia,0,0,1996,Vinhos de Mesa
Ucrânia,0,0,1996,Vinhos de Mesa
Uruguai,72000,164299,1996,Vinhos de Mesa
Não consta na tabela,63755,148879,1996,Vinhos de Mesa
Não declarados,21185,26664,1996,Vinhos de Mesa
Outros,127039,295772,1996,Vinhos de Mesa
Total,22622479,39146541,1996,Vinhos de Mesa
Africa do Sul,0,0,1999,Vinhos de Mesa
Alemanha,2576557,4539354,1999,Vinhos de Mesa
Argélia,0,0,1999,Vinhos de Mesa
Arábia Saudita,0,0,1999,Vinhos de Mesa
Argentina,2475780,5284871,1999,Vinhos de Mesa
Armênia,0,0,1999,Vinhos de Mesa
Austrália,0,0,1999,Vinhos de Mesa
Áustria,83930,661104,1999,Vinhos de Mesa
Bermudas,0,0,1999,Vinhos de Mesa
Bélgica,5550,23433,1999,Vinhos de Mesa
Bolívia,0,0,1999,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1999,Vinhos de Mesa
Brasil,0,0,1999,Vinhos de Mesa
Bulgária,0,0,1999,Vinhos de Mesa
Canada,0,0,1999,Vinhos de Mesa
Chile,4312887,8756515,1999,Vinhos de Mesa
China,0,0,1999,Vinhos de Mesa
"Coreia do Sul, República",0,0,1999,Vinhos de Mesa
Croácia,0,0,1999,Vinhos de Mesa
Cuba,0,0,1999,Vinhos de Mesa
Emirados Árabes Unidos,0,0,1999,Vinhos de Mesa
Eslovênia,0,0,1999,Vinhos de Mesa
Eslováquia,0,0,1999,Vinhos de Mesa
Espanha,396453,1906389,1999,Vinhos de Mesa
Estados Unidos,674683,992353,1999,Vinhos de Mesa
França,3529422,10122865,1999,Vinhos de Mesa
Geórgia,0,0,1999,Vinhos de Mesa
"Geórgia do Sul e Sandwich do Sul, Ilhas",0,0,1999,Vinhos de Mesa
Grécia,0,0,1999,Vinhos de Mesa
Hong Kong,0,0,1999,Vinhos de Mesa
Hungria,0,0,1999,Vinhos de Mesa
Indonésia,0,0,1999,Vinhos de Mesa
Irlanda,0,0,1999,Vinhos de Mesa
Israel,0,0,1999,Vinhos de Mesa
Itália,6187860,14604418,1999,Vinhos de Mesa
Japão,0,0,1999,Vinhos de Mesa
Iugoslávia,0,0,1999,Vinhos de Mesa
Líbano,0,0,1999,Vinhos de Mesa
Luxemburgo,0,0,1999,Vinhos de Mesa
Macedônia,0,0,1999,Vinhos de Mesa
Marrocos,0,0,1999,Vinhos de Mesa
México,0,0,1999,Vinhos de Mesa
Moldávia,0,0,1999,Vinhos de Mesa
Montenegro,0,0,1999,Vinhos de Mesa
Noruega,0,0,1999,Vinhos de Mesa
Nova Zelândia,0,0,1999,Vinhos de Mesa
Países Baixos (Holanda),0,0,1999,Vinhos de Mesa
Panamá,0,0,1999,Vinhos de Mesa
Peru,0,0,1999,Vinhos de Mesa
Porto Rico,0,0,1999,Vinhos de Mesa
Portugal,4408133,12406498,1999,Vinhos de Mesa
Reino Unido,0,0,1999,Vinhos de Mesa
Republica Dominicana,0,0,1999,Vinhos de Mesa
Romênia,0,0,1999,Vinhos de Mesa
Rússia,0,0,1999,Vinhos de Mesa
San Marino,0,0,1999,Vinhos de Mesa
Sérvia,0,0,1999,Vinhos de Mesa
Síria,0,0,1999,Vinhos de Mesa
Suazilândia,0,0,1999,Vinhos de Mesa
Suíça,0,0,1999,Vinhos de Mesa
"Tcheca, República",0,0,1999,Vinhos de Mesa
Tunísia,0,0,1999,Vinhos de Mesa
Turquia,0,0,1999,Vinhos de Mesa
Ucrânia,0,0,1999,Vinhos de Mesa
Uruguai,1712036,2756398,1999,Vinhos de Mesa
Não consta na tabela,0,0,1999,Vinhos de Mesa
Não declarados,0,0,1999,Vinhos de Mesa
Outros,49646,230829,1999,Vinhos de Mesa
Total,26412937,62285027,1999,Vinhos de Mesa
Africa do Sul,0,0,1991,Vinhos de Mesa
Alemanha,3096425,4545305,1991,Vinhos de Mesa
Argélia,0,0,1991,Vinhos de Mesa
Arábia Saudita,0,0,1991,Vinhos de Mesa
Argentina,852441,1493649,1991,Vinhos de Mesa
Armênia,0,0,1991,Vinhos de Mesa
Austrália,0,0,1991,Vinhos de Mesa
Áustria,6180,21658,1991,Vinhos de Mesa
Bermudas,0,0,1991,Vinhos de Mesa
Bélgica,0,0,1991,Vinhos de Mesa
Bolívia,0,0,1991,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1991,Vinhos de Mesa
Brasil,0,0,1991,Vinhos de Mesa
Bulgária,0,0,1991,Vinhos de Mesa
Canada,0,0,1991,Vinhos de Mesa
Chile,1424430,1869655,1991,Vinhos de Mesa
China,0,0,1991,Vinhos de Mesa
"Coreia do Sul, República",0,0,1991,Vinhos de Mesa
Croácia,0,0,1991,Vinhos de Mesa
Cuba,0,0,1991,Vinhos de Mesa
Emirados Árabes Unidos,0,0,1991,Vinhos de Mesa
Eslovênia,0,0,1991,Vinhos de Mesa
Eslováquia,0,0,1991,Vinhos de Mesa
Espanha,52892,169698,1991,Vinhos de Mesa
Estados Unidos,25655,62170,1991,Vinhos de Mesa
França,503488,1870305,1991,Vinhos de Mesa
Geórgia,0,0,1991,Vinhos de Mesa
"Geórgia do Sul e Sandwich do Sul, Ilhas",0,0,1991,Vinhos de Mesa
Grécia,0,0,1991,Vinhos de Mesa
Hong Kong,0,0,1991,Vinhos de Mesa
Hungria,0,0,1991,Vinhos de Mesa
Indonésia,0,0,1991,Vinhos de Mesa
Irlanda,0,0,1991,Vinhos de Mesa
Israel,0,0,1991,Vinhos de Mesa
Itália,566035,1331248,1991,Vinhos de Mesa
Japão,0,0,1991,Vinhos de Mesa
Iugoslávia,25650,31825,1991,Vinhos de Mesa
Líbano,0,0,1991,Vinhos de Mesa
Luxemburgo,0,0,1991,Vinhos de Mesa
Macedônia,0,0,1991,Vinhos de Mesa
Marrocos,0,0,1991,Vinhos de Mesa
México,0,0,1991,Vinhos de Mesa
Moldávia,0,0,1991,Vinhos de Mesa
Montenegro,0,0,1991,Vinhos de Mesa
Noruega,0,0,1991,Vinhos de Mesa
Nova Zelândia,0,0,1991,Vinhos de Mesa
Países Baixos (Holanda),0,0,1991,Vinhos de Mesa
Panamá,0,0,1991,Vinhos de Mesa
Peru,0,0,1991,Vinhos de Mesa
Porto Rico,0,0,1991,Vinhos de Mesa
Portugal,1361858,2525520,1991,Vinhos de Mesa
Reino Unido,0,0,1991,Vinhos de Mesa
Republica Dominicana,0,0,1991,Vinhos de Mesa
Romênia,0,0,1991,Vinhos de Mesa
Rússia,0,0,1991,Vinhos de Mesa
San Marino,0,0,1991,Vinhos de Mesa
Sérvia,0,0,1991,Vinhos de Mesa
Síria,0,0,1991,Vinhos de Mesa
Suazilândia,0,0,1991,Vinhos de Mesa
Suíça,0,0,1991,Vinhos de Mesa
"Tcheca, República",0,0,1991,Vinhos de Mesa
Tunísia,0,0,1991,Vinhos de Mesa
Turquia,0,0,1991,Vinhos de Mesa
Ucrânia,0,0,1991,Vinhos de Mesa
Uruguai,0,0,1991,Vinhos de Mesa
Não consta na tabela,0,0,1991,Vinhos de Mesa
Não declarados,0,0,1991,Vinhos de Mesa
Outros,97662,161151,1991,Vinhos de Mesa
Total,8012716,14082184,1991,Vinhos de Mesa
Africa do Sul,0,0,1995,Vinhos de Mesa
Alemanha,11919346,19758144,1995,Vinhos de Mesa
Argélia,0,0,1995,Vinhos de Mesa
Arábia Saudita,0,0,1995,Vinhos de Mesa
Argentina,1397904,1992083,1995,Vinhos de Mesa
Armênia,0,0,1995,Vinhos de Mesa
Austrália,0,0,1995,Vinhos de Mesa
Áustria,1080,6205,1995,Vinhos de Mesa
Bermudas,0,0,1995,Vinhos de Mesa
Bélgica,0,0,1995,Vinhos de Mesa
Bolívia,0,0,1995,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1995,Vinhos de Mesa
Brasil,0,0,1995,Vinhos de Mesa
Bulgária,0,0,1995,Vinhos de Mesa
Canada,0,0,1995,Vinhos de Mesa
Chile,2622381,4165531,1995,Vinhos de Mesa
China,0,0,1995,Vinhos de Mesa
"Coreia do Sul, República",0,0,1995,Vinhos de Mesa
Croácia,0,0,1995,Vinhos de Mesa
Cuba,0,0,1995,Vinhos de Mesa
Emirados Árabes Unidos,0,0,1995,Vinhos de Mesa
Eslovênia,0,0,1995,Vinhos de Mesa
Eslováquia,0,0,1995,Vinhos de Mesa
Espanha,385466,669208,1995,Vinhos de Mesa
Estados Unidos,142331,313916,1995,Vinhos de Mesa
França,2043172,5026251,1995,Vinhos de Mesa
Geórgia,0,0,1995,Vinhos de Mesa
"Geórgia do Sul e Sandwich do Sul, Ilhas",0,0,1995,Vinhos de Mesa
Grécia,0,0,1995,Vinhos de Mesa
Hong Kong,0,0,1995,Vinhos de Mesa
Hungria,0,0,1995,Vinhos de Mesa
Indonésia,0,0,1995,Vinhos de Mesa
Irlanda,0,0,1995,Vinhos de Mesa
Israel,0,0,1995,Vinhos de Mesa
Itália,3859353,7542440,1995,Vinhos de Mesa
Japão,0,0,1995,Vinhos de Mesa
Iugoslávia,51840,81408,1995,Vinhos de Mesa
Líbano,0,0,1995,Vinhos de Mesa
Luxemburgo,0,0,1995,Vinhos de Mesa
Macedônia,0,0,1995,Vinhos de Mesa
Marrocos,0,0,1995,Vinhos de Mesa
México,0,0,1995,Vinhos de Mesa
Moldávia,0,0,1995,Vinhos de Mesa
Montenegro,0,0,1995,Vinhos de Mesa
Noruega,0,0,1995,Vinhos de Mesa
Nova Zelândia,0,0,1995,Vinhos de Mesa
Países Baixos (Holanda),0,0,1995,Vinhos de Mesa
Panamá,0,0,1995,Vinhos de Mesa
Peru,0,0,1995,Vinhos de Mesa
Porto Rico,0,0,1995,Vinhos de Mesa
Portugal,5442249,10703599,1995,Vinhos de Mesa
Reino Unido,0,0,1995,Vinhos de Mesa
Republica Dominicana,0,0,1995,Vinhos de Mesa
Romênia,0,0,1995,Vinhos de Mesa
Rússia,0,0,1995,Vinhos de Mesa
San Marino,0,0,1995,Vinhos de Mesa
Sérvia,0,0,1995,Vinhos de Mesa
Síria,0,0,1995,Vinhos de Mesa
Suazilândia,0,0,1995,Vinhos de Mesa
Suíça,0,0,1995,Vinhos de Mesa
"Tcheca, República",0,0,1995,Vinhos de Mesa
Tunísia,0,0,1995,Vinhos de Mesa
Turquia,0,0,1995,Vinhos de Mesa
Ucrânia,0,0,1995,Vinhos de Mesa
Uruguai,33150,73695,1995,Vinhos de Mesa
Não consta na tabela,0,0,1995,Vinhos de Mesa
Não declarados,0,0,1995,Vinhos de Mesa
Outros,200336,393140,1995,Vinhos de Mesa
Total,28098608,50725620,1995,Vinhos de Mesa
Africa do Sul,0,0,1993,Vinhos de Mesa
Alemanha,5721360,7155615,1993,Vinhos de Mesa
Argélia,0,0,1993,Vinhos de Mesa
Arábia Saudita,0,0,1993,Vinhos de Mesa
Argentina,359542,795068,1993,Vinhos de Mesa
Armênia,0,0,1993,Vinhos de Mesa
Austrália,0,0,1993,Vinhos de Mesa
Áustria,3580,5128,1993,Vinhos de Mesa
Bermudas,0,0,1993,Vinhos de Mesa
Bélgica,882,1391,1993,Vinhos de Mesa
Bolívia,0,0,1993,Vinhos de Mesa
Bósnia-Herzegovina,0,0,1993,Vinhos de Mesa
Brasil,0,0,1993,Vinhos de Mesa
Bulgária,0,0,1993,Vinhos de Mesa
Canada,0,0,1993,Vinhos de Mesa
Chile,1633996,2655683,1993,Vinhos de Mesa
China,0,0,1993,Vinhos de Mesa
"Coreia do Sul, República",0,0,1993,Vinhos de Mesa
