paises,quantidade,valor,ano,derivado_uva
Tailândia,811,3426,2022,Uvas Frescas
Taiwan,40,123,2022,Uvas Frescas
Tanzânia,0,0,2022,Uvas Frescas
Togo,0,0,2022,Uvas Frescas
Trindade e Tobago,0,0,2022,Uvas Frescas
"Turcas e Caicos, ilhas",0,0,2022,Uvas Frescas
Turquia,194,642,2022,Uvas Frescas
Tuvalu,0,0,2022,Uvas Frescas
Uruguai,194634,336671,2022,Uvas Frescas
Vanuatu,80,244,2022,Uvas Frescas
Venezuela,0,0,2022,Uvas Frescas
Vietnã,60,260,2022,Uvas Frescas
Provisão de Navios e Aeronaves,0,0,2022,Uvas Frescas
Total,52561167,113920786,2022,Uvas Frescas
Africa do Sul,30,136,2023,Uvas Frescas
"Alemanha, República Democrática",1701887,4101648,2023,Uvas Frescas
Angola,0,0,2023,Uvas Frescas
Antígua e Barbuda,260,1173,2023,Uvas Frescas
Arabia Saudita,2234,19382,2023,Uvas Frescas
Argélia,0,0,2023,Uvas Frescas
Argentina,2265038,5234176,2023,Uvas Frescas
Áustria,20,41,2023,Uvas Frescas
Bahamas,4871,19408,2023,Uvas Frescas
Bahrein,0,0,2023,Uvas Frescas
Bangladesh,141,402,2023,Uvas Frescas
Barbados,237,874,2023,Uvas Frescas
Barein,622,2602,2023,Uvas Frescas
Bélgica,254,1056,2023,Uvas Frescas
Belize,52,125,2023,Uvas Frescas
Bermudas,194,821,2023,Uvas Frescas
Bolívia,261712,151770,2023,Uvas Frescas
Bósnia,0,0,2023,Uvas Frescas
Brasil,170,470,2023,Uvas Frescas
Bulgária,0,0,2023,Uvas Frescas
Burquina Faso,0,0,2023,Uvas Frescas
Cabo Verde,0,0,2023,Uvas Frescas
Camarões,10,66,2023,Uvas Frescas
Camores,0,0,2023,Uvas Frescas
Canadá,1175975,3667725,2023,Uvas Frescas
Catar,2210,6616,2023,Uvas Frescas
"Cayman, Ilhas",278,1007,2023,Uvas Frescas
Chile,10,38,2023,Uvas Frescas
China,1210,5500,2023,Uvas Frescas
Chipre,1633,5538,2023,Uvas Frescas
Cingapura,0,0,2023,Uvas Frescas
"Cocos (Keeling), Ilhas",0,0,2023,Uvas Frescas
"Cook, Ilhas",116,839,2023,Uvas Frescas
Colômbia,0,0,2023,Uvas Frescas
Congo,0,0,2023,Uvas Frescas
Coreia do Norte,0,0,2023,Uvas Frescas
Coreia do Sul,366,1376,2023,Uvas Frescas
Costa do Marfim,0,0,2023,Uvas Frescas
Coveite,3725,22339,2023,Uvas Frescas
Croácia,5,12,2023,Uvas Frescas
Curaçao,0,0,2023,Uvas Frescas
Dinamarca,115901,264623,2023,Uvas Frescas
Djibuti,0,0,2023,Uvas Frescas
Egito,50,153,2023,Uvas Frescas
Emirados Árabes Unidos,177198,672359,2023,Uvas Frescas
Eslovênia,0,0,2023,Uvas Frescas
Espanha,4177500,7656023,2023,Uvas Frescas
Estados Unidos,19529155,58146305,2023,Uvas Frescas
Falkland (Ilhas Malvinas),0,0,2023,Uvas Frescas
"Faroé, Ilhas",0,0,2023,Uvas Frescas
Filipinas,171,530,2023,Uvas Frescas
Finlândia,1,21,2023,Uvas Frescas
França,428,2040,2023,Uvas Frescas
Gabão,83,316,2023,Uvas Frescas
Gana,0,0,2023,Uvas Frescas
Georgia,0,0,2023,Uvas Frescas
Gibraltar,114,472,2023,Uvas Frescas
Grécia,3036,9131,2023,Uvas Frescas
Guadalupe,0,0,2023,Uvas Frescas
Guiana,4999,17249,2023,Uvas Frescas
Guiana Francesa,705,3500,2023,Uvas Frescas
Guine Equatorial,0,0,2023,Uvas Frescas
Honduras,0,0,2023,Uvas Frescas
Hong Kong,27717,136684,2023,Uvas Frescas
Ilha de Man,311,1282,2023,Uvas Frescas
Ilhas Virgens,0,0,2023,Uvas Frescas
Índia,510,1781,2023,Uvas Frescas
Indonésia,0,0,2023,Uvas Frescas
Irã,0,0,2023,Uvas Frescas
Irlanda,629421,1732292,2023,Uvas Frescas
Islândia,0,0,2023,Uvas Frescas
Itália,29040,96548,2023,Uvas Frescas
Japão,393,1413,2023,Uvas Frescas
Jérsei,0,0,2023,Uvas Frescas
Jordânia,0,0,2023,Uvas Frescas
Letônia,44,92,2023,Uvas Frescas
Líbano,147,514,2023,Uvas Frescas
Libéria,13876,55239,2023,Uvas Frescas
Líbia,5,32,2023,Uvas Frescas
Lituânia,46041,117335,2023,Uvas Frescas
Luxemburgo,24,123,2023,Uvas Frescas
Macedônia,10,42,2023,Uvas Frescas
Malásia,74,335,2023,Uvas Frescas
Malta,5282,21528,2023,Uvas Frescas
Marrocos,0,0,2023,Uvas Frescas
"Marshall, Ilhas",14858,59743,2023,Uvas Frescas
Martinica,5,37,2023,Uvas Frescas
Mauricio,0,0,2023,Uvas Frescas
Mauritânia,0,0,2023,Uvas Frescas
Mexico,30,78,2023,Uvas Frescas
Mônaco,0,0,2023,Uvas Frescas
Mongólia,0,0,2023,Uvas Frescas
Montenegro,0,0,2023,Uvas Frescas
Nigéria,0,0,2023,Uvas Frescas
Noruega,464880,1524584,2023,Uvas Frescas
Omã,0,0,2023,Uvas Frescas
Países Baixos,26855736,62427840,2023,Uvas Frescas
Palau,115,307,2023,Uvas Frescas
Panamá,15613,58337,2023,Uvas Frescas
Paquistão,0,0,2023,Uvas Frescas
Paraguai,0,0,2023,Uvas Frescas
Pitcairn,17,68,2023,Uvas Frescas
Polônia,66,124,2023,Uvas Frescas
Porto Rico,0,0,2023,Uvas Frescas
Portugal,14824,45165,2023,Uvas Frescas
Quirguistão,20,121,2023,Uvas Frescas
Reino Unido,15358148,37383249,2023,Uvas Frescas
Republica Dominicana,0,0,2023,Uvas Frescas
Romênia,0,0,2023,Uvas Frescas
"Rússia, Federação da",0,0,2023,Uvas Frescas
Samoa Americana,0,0,2023,Uvas Frescas
São Cristóvão e Névis,36,152,2023,Uvas Frescas
São Tomé e Príncipe,0,0,2023,Uvas Frescas
São Vicente e Granadinas,20,83,2023,Uvas Frescas
Serra Leoa,2,5,2023,Uvas Frescas
Senegal,0,0,2023,Uvas Frescas
Singapura,15407,100508,2023,Uvas Frescas
Sri Lanka,20,30,2023,Uvas Frescas
Suécia,0,0,2023,Uvas Frescas
Suíça,3632,53106,2023,Uvas Frescas
Suriname,0,0,2023,Uvas Frescas
Tailândia,794,3413,2023,Uvas Frescas
Taiwan,83,293,2023,Uvas Frescas
Tanzânia,19,76,2023,Uvas Frescas
Togo,0,0,2023,Uvas Frescas
Trindade e Tobago,0,0,2023,Uvas Frescas
"Turcas e Caicos, ilhas",0,0,2023,Uvas Frescas
Turquia,334,976,2023,Uvas Frescas
Tuvalu,0,0,2023,Uvas Frescas
Uruguai,281594,547227,2023,Uvas Frescas
Vanuatu,31,88,2023,Uvas Frescas
Venezuela,0,0,2023,Uvas Frescas
Vietnã,63,177,2023,Uvas Frescas
Provisão de Navios e Aeronaves,0,0,2023,Uvas Frescas
Total,73211843,184388889,2023,Uvas Frescas
África do Sul,0,0,2023,Suco de Uva
"Alemanha, República Democrática da",33,39,2023,Suco de Uva
Angola,55683,68724,2023,Suco de Uva
Antígua e Barbuda,0,0,2023,Suco de Uva
Antilhas Holandesas,0,0,2023,Suco de Uva
Arábia Saudita,0,0,2023,Suco de Uva
Argélia,0,0,2023,Suco de Uva
Argentina,795,3808,2023,Suco de Uva
Aruba,0,0,2023,Suco de Uva
Austrália,9228,20692,2023,Suco de Uva
Áustria,0,0,2023,Suco de Uva
Bahamas,463,674,2023,Suco de Uva
Bangladesh,302,352,2023,Suco de Uva
Barbados,187,545,2023,Suco de Uva
Barein,0,0,2023,Suco de Uva
Bélgica,27,67,2023,Suco de Uva
Belize,0,0,2023,Suco de Uva
Benin,0,0,2023,Suco de Uva
Bermudas,0,0,2023,Suco de Uva
Birmânia,0,0,2023,Suco de Uva
Bolívia,22246,31793,2023,Suco de Uva
Cabo Verde,90,170,2023,Suco de Uva
Camarões,0,0,2023,Suco de Uva
Canadá,29504,72670,2023,Suco de Uva
Catar,1,8,2023,Suco de Uva
"Cayman, Ilhas",0,0,2023,Suco de Uva
Chile,3,6,2023,Suco de Uva
China,737608,1525476,2023,Suco de Uva
Chipre,156,40,2023,Suco de Uva
Cingapura,0,0,2023,Suco de Uva
Colômbia,0,0,2023,Suco de Uva
Congo,0,0,2023,Suco de Uva
Coreia do Sul,46146,129150,2023,Suco de Uva
Costa do Marfim,0,0,2023,Suco de Uva
Costa Rica,0,0,2023,Suco de Uva
Coveite,0,0,2023,Suco de Uva
Cuba,0,0,2023,Suco de Uva
Curaçao,336,1122,2023,Suco de Uva
Dinamarca,200,299,2023,Suco de Uva
"Dominica, Ilha de",0,0,2023,Suco de Uva
El Salvador,0,0,2023,Suco de Uva
Emirados Árabes Unidos,1163,1213,2023,Suco de Uva
Equador,21876,30774,2023,Suco de Uva
Espanha,44592,25002,2023,Suco de Uva
Estados Unidos,866096,2125880,2023,Suco de Uva
Falkland (Malvinas),0,0,2023,Suco de Uva
Filipinas,655,748,2023,Suco de Uva
Finlândia,0,0,2023,Suco de Uva
França,192,263,2023,Suco de Uva
Gana,103346,175088,2023,Suco de Uva
Gibraltar,0,0,2023,Suco de Uva
Granada,0,0,2023,Suco de Uva
Grécia,412,438,2023,Suco de Uva
Guatemala,0,0,2023,Suco de Uva
Guiana,114,300,2023,Suco de Uva
Guiana Francesa,300,90,2023,Suco de Uva
Guiné Bissau,0,0,2023,Suco de Uva
Guine Equatorial,0,0,2023,Suco de Uva
Haiti,890,569,2023,Suco de Uva
Hong Kong,9236,14083,2023,Suco de Uva
Hungria,0,0,2023,Suco de Uva
Ilha de Man,144,202,2023,Suco de Uva
India,0,0,2023,Suco de Uva
Indonésia,2,3,2023,Suco de Uva
Irã,0,0,2023,Suco de Uva
Iraque,0,0,2023,Suco de Uva
Irlanda,930,2373,2023,Suco de Uva
Israel,0,0,2023,Suco de Uva
Itália,1655,1952,2023,Suco de Uva
Iugoslâvia,0,0,2023,Suco de Uva
Jamaica,0,0,2023,Suco de Uva
Japão,2583100,6376989,2023,Suco de Uva
Líbano,16800,25432,2023,Suco de Uva
Libéria,1231,1737,2023,Suco de Uva
Líbia,74988,95805,2023,Suco de Uva
Luxemburgo,0,0,2023,Suco de Uva
Malásia,0,0,2023,Suco de Uva
Malta,1575,2007,2023,Suco de Uva
"Marshall, Ilhas",2936,4694,2023,Suco de Uva
Mauritânia,0,0,2023,Suco de Uva
México,0,0,2023,Suco de Uva
Moçambique,0,0,2023,Suco de Uva
Mônaco,0,0,2023,Suco de Uva
Montenegro,0,0,2023,Suco de Uva
Namíbia,0,0,2023,Suco de Uva
Nigéria,12390,16966,2023,Suco de Uva
Noruega,12,19,2023,Suco de Uva
Nova Caledônia,0,0,2023,Suco de Uva
Nova Zelândia,6984,17987,2023,Suco de Uva
Países Baixos,36,55,2023,Suco de Uva
Panamá,11770,14148,2023,Suco de Uva
Paquistão,0,0,2023,Suco de Uva
Paraguai,319087,366822,2023,Suco de Uva
Peru,34700,73918,2023,Suco de Uva
Polônia,0,0,2023,Suco de Uva
Porto Rico,0,0,2023,Suco de Uva
Portugal,79062,88208,2023,Suco de Uva
Quênia,0,0,2023,Suco de Uva
Reino Unido,5290,13668,2023,Suco de Uva
República Centro Africana,0,0,2023,Suco de Uva
República Dominicana,25440,78719,2023,Suco de Uva
República Federativa da Rússia,0,0,2023,Suco de Uva
Rússia,0,0,2023,Suco de Uva
São Tomé e Príncipe,0,0,2023,Suco de Uva
Senegal,0,0,2023,Suco de Uva
Serra Leoa,0,0,2023,Suco de Uva
Singapura,1749,3686,2023,Suco de Uva
Sri Lanka,0,0,2023,Suco de Uva
Suécia,0,0,2023,Suco de Uva
Suíça,0,0,2023,Suco de Uva
Suriname,8480,23701,2023,Suco de Uva
Tailândia,24,37,2023,Suco de Uva
Taiwan (Formosa),54173,132752,2023,Suco de Uva
Tanzânia,0,0,2023,Suco de Uva
"Tcheca, República",0,0,2023,Suco de Uva
Togo,0,0,2023,Suco de Uva
Toquelau,24,39,2023,Suco de Uva
Trinidade e Tobago,0,0,2023,Suco de Uva
Turquia,230,455,2023,Suco de Uva
Uruguai,0,0,2023,Suco de Uva
Vanuatu,0,0,2023,Suco de Uva
Venezuela,30206,47287,2023,Suco de Uva
Total,5224898,11619744,2023,Suco de Uva
África do Sul,34344,49753,2022,Suco de Uva
"Alemanha, República Democrática da",5,24,2022,Suco de Uva
Angola,86536,91839,2022,Suco de Uva
Antígua e Barbuda,48,57,2022,Suco de Uva
Antilhas Holandesas,0,0,2022,Suco de Uva
Arábia Saudita,0,0,2022,Suco de Uva
Argélia,0,0,2022,Suco de Uva
Argentina,1060,4845,2022,Suco de Uva
Aruba,0,0,2022,Suco de Uva
Austrália,15499,34539,2022,Suco de Uva
Áustria,0,0,2022,Suco de Uva
Bahamas,1374,2511,2022,Suco de Uva
Bangladesh,48,68,2022,Suco de Uva
Barbados,153,362,2022,Suco de Uva
Barein,24,7,2022,Suco de Uva
Bélgica,3210,7586,2022,Suco de Uva
Belize,45,333,2022,Suco de Uva
Benin,0,0,2022,Suco de Uva
Bermudas,0,0,2022,Suco de Uva
Birmânia,0,0,2022,Suco de Uva
Bolívia,22695,29041,2022,Suco de Uva
Cabo Verde,0,0,2022,Suco de Uva
Camarões,0,0,2022,Suco de Uva
Canadá,43210,105551,2022,Suco de Uva
Catar,0,0,2022,Suco de Uva
"Cayman, Ilhas",396,445,2022,Suco de Uva
Chile,2923,1932,2022,Suco de Uva
China,1212412,2226651,2022,Suco de Uva
Chipre,114,142,2022,Suco de Uva
Cingapura,0,0,2022,Suco de Uva
Colômbia,0,0,2022,Suco de Uva
Congo,0,0,2022,Suco de Uva
Coreia do Sul,39780,64740,2022,Suco de Uva
Costa do Marfim,0,0,2022,Suco de Uva
Costa Rica,0,0,2022,Suco de Uva
Coveite,0,0,2022,Suco de Uva
Cuba,0,0,2022,Suco de Uva
Curaçao,403,802,2022,Suco de Uva
Dinamarca,36,27,2022,Suco de Uva
"Dominica, Ilha de",0,0,2022,Suco de Uva
El Salvador,0,0,2022,Suco de Uva
Emirados Árabes Unidos,0,0,2022,Suco de Uva
Equador,13800,17716,2022,Suco de Uva
Espanha,0,0,2022,Suco de Uva
Estados Unidos,431004,848282,2022,Suco de Uva
Falkland (Malvinas),0,0,2022,Suco de Uva
Filipinas,12389,12734,2022,Suco de Uva
Finlândia,45,89,2022,Suco de Uva
França,2,1,2022,Suco de Uva
Gana,35559,55463,2022,Suco de Uva
Gibraltar,48,46,2022,Suco de Uva
Granada,120,167,2022,Suco de Uva
Grécia,144,160,2022,Suco de Uva
Guatemala,0,0,2022,Suco de Uva
Guiana,6,19,2022,Suco de Uva
Guiana Francesa,90,46,2022,Suco de Uva
Guiné Bissau,0,0,2022,Suco de Uva
Guine Equatorial,0,0,2022,Suco de Uva
Haiti,267,36,2022,Suco de Uva
Hong Kong,15159,28840,2022,Suco de Uva
Hungria,0,0,2022,Suco de Uva
Ilha de Man,24,25,2022,Suco de Uva
India,220,496,2022,Suco de Uva
Indonésia,0,0,2022,Suco de Uva
Irã,0,0,2022,Suco de Uva
Iraque,0,0,2022,Suco de Uva
Irlanda,3728,5977,2022,Suco de Uva
Israel,0,0,2022,Suco de Uva
Itália,6120,13764,2022,Suco de Uva
Iugoslâvia,0,0,2022,Suco de Uva
Jamaica,0,0,2022,Suco de Uva
Japão,2187768,4777682,2022,Suco de Uva
Líbano,0,0,2022,Suco de Uva
Libéria,1618,2054,2022,Suco de Uva
Líbia,265152,278404,2022,Suco de Uva
Luxemburgo,24,23,2022,Suco de Uva
Malásia,16695,36729,2022,Suco de Uva
Malta,915,1564,2022,Suco de Uva
"Marshall, Ilhas",4002,6122,2022,Suco de Uva
Mauritânia,0,0,2022,Suco de Uva
México,4516,10837,2022,Suco de Uva
Moçambique,0,0,2022,Suco de Uva
Mônaco,0,0,2022,Suco de Uva
Montenegro,0,0,2022,Suco de Uva
Namíbia,0,0,2022,Suco de Uva
Nigéria,1530,2430,2022,Suco de Uva
Noruega,590,1034,2022,Suco de Uva
Nova Caledônia,0,0,2022,Suco de Uva
Nova Zelândia,791,1741,2022,Suco de Uva
Países Baixos,793,1498,2022,Suco de Uva
Panamá,5146,8912,2022,Suco de Uva
Paquistão,0,0,2022,Suco de Uva
Paraguai,167679,196541,2022,Suco de Uva
Peru,38173,81563,2022,Suco de Uva
Polônia,0,0,2022,Suco de Uva
Porto Rico,24380,53636,2022,Suco de Uva
Portugal,146637,133524,2022,Suco de Uva
Quênia,0,0,2022,Suco de Uva
Reino Unido,6412,13508,2022,Suco de Uva
República Centro Africana,0,0,2022,Suco de Uva
República Dominicana,25440,80791,2022,Suco de Uva
República Federativa da Rússia,0,0,2022,Suco de Uva
Rússia,24,37,2022,Suco de Uva
São Tomé e Príncipe,0,0,2022,Suco de Uva
Senegal,0,0,2022,Suco de Uva
Serra Leoa,0,0,2022,Suco de Uva
Singapura,1449,2509,2022,Suco de Uva
Sri Lanka,0,0,2022,Suco de Uva
Suécia,0,0,2022,Suco de Uva
Suíça,144,155,2022,Suco de Uva
Suriname,2650,6758,2022,Suco de Uva
Tailândia,0,0,2022,Suco de Uva
Taiwan (Formosa),33375,93988,2022,Suco de Uva
Tanzânia,0,0,2022,Suco de Uva
"Tcheca, República",0,0,2022,Suco de Uva
Togo,0,0,2022,Suco de Uva
Toquelau,0,0,2022,Suco de Uva
Trinidade e Tobago,0,0,2022,Suco de Uva
Turquia,0,0,2022,Suco de Uva
Uruguai,0,0,2022,Suco de Uva
Vanuatu,12,9,2022,Suco de Uva
Venezuela,0,0,2022,Suco de Uva
Total,4918955,9397165,2022,Suco de Uva
